observation_date,IRLTLT01SEA156N
1998-01-01,4.98916666666666853
1999-01-01,4.98000000000000043
2000-01-01,5.36749999999999972
2001-01-01,5.10749999999999993
2002-01-01,5.30333333333332924
2003-01-01,4.63833333333332920
2004-01-01,4.42499999999999982
2005-01-01,3.38249999999999984
2006-01-01,3.70416666666666972
2007-01-01,4.16750000000000043
2008-01-01,3.88750000000000018
2009-01-01,3.25000000000000000
2010-01-01,2.89333333333332998
